[2026-04-26 23:36:42,784][quality.model_adapters.onnx_adapter][INFO] - Loaded prefill model from /Users/ruaoccj/qwen3_tts_bundle_new/talker_prefill.onnx
[2026-04-27 00:07:14,814][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 85/200
[2026-04-27 00:07:14,850][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 86/200
[2026-04-27 00:07:14,887][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 87/200
[2026-04-27 00:07:14,924][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 88/200
[2026-04-27 00:07:14,960][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 89/200
[2026-04-27 00:07:14,997][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 90/200
[2026-04-27 00:07:15,033][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 91/200
[2026-04-27 00:07:15,070][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 92/200
[2026-04-27 00:07:15,106][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 93/200
[2026-04-27 00:07:15,143][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 94/200
[2026-04-27 00:07:15,181][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 95/200
[2026-04-27 00:07:15,217][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 96/200
[2026-04-27 00:07:15,254][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 97/200
[2026-04-27 00:07:15,290][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 98/200
[2026-04-27 00:07:15,329][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 99/200
[2026-04-27 00:07:15,366][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 100/200
[2026-04-27 00:07:15,403][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 101/200
[2026-04-27 00:07:15,439][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 102/200
[2026-04-27 00:07:15,475][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 103/200
[2026-04-27 00:07:15,512][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 104/200
[2026-04-27 00:07:15,549][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 105/200
[2026-04-27 00:07:15,586][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 106/200
[2026-04-27 00:07:15,623][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 107/200
[2026-04-27 00:07:15,660][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 108/200
[2026-04-27 00:07:15,698][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 109/200
[2026-04-27 00:07:15,736][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 110/200
[2026-04-27 00:07:15,775][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 111/200
[2026-04-27 00:07:15,818][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 112/200
[2026-04-27 00:07:15,854][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 113/200
[2026-04-27 00:07:15,891][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 114/200
[2026-04-27 00:07:15,928][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 115/200
[2026-04-27 00:07:15,965][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 116/200
[2026-04-27 00:07:16,004][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 117/200
[2026-04-27 00:07:16,041][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 118/200
[2026-04-27 00:07:16,078][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 119/200
[2026-04-27 00:07:16,115][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 120/200
[2026-04-27 00:07:16,153][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 121/200
[2026-04-27 00:07:16,190][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 122/200
[2026-04-27 00:07:16,228][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 123/200
[2026-04-27 00:07:16,264][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 124/200
[2026-04-27 00:07:16,302][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 125/200
[2026-04-27 00:07:16,341][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 126/200
[2026-04-27 00:07:16,379][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 127/200
[2026-04-27 00:07:16,415][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 128/200
[2026-04-27 00:07:16,454][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 129/200
[2026-04-27 00:07:16,492][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 130/200
[2026-04-27 00:07:16,530][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 131/200
[2026-04-27 00:07:16,568][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 132/200
[2026-04-27 00:07:16,605][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 133/200
[2026-04-27 00:07:16,642][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 134/200
[2026-04-27 00:07:16,681][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 135/200
[2026-04-27 00:07:16,719][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 136/200
[2026-04-27 00:07:16,758][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 137/200
[2026-04-27 00:07:16,796][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 138/200
[2026-04-27 00:07:16,837][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 139/200
[2026-04-27 00:07:16,878][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 140/200
[2026-04-27 00:07:16,918][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 141/200
[2026-04-27 00:07:16,957][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 142/200
[2026-04-27 00:07:16,995][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 143/200
[2026-04-27 00:07:17,034][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 144/200
[2026-04-27 00:07:17,072][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 145/200
[2026-04-27 00:07:17,110][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 146/200
[2026-04-27 00:07:17,149][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 147/200
[2026-04-27 00:07:17,187][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 148/200
[2026-04-27 00:07:17,226][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 149/200
[2026-04-27 00:07:17,263][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 150/200
[2026-04-27 00:07:17,301][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 151/200
[2026-04-27 00:07:17,341][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 152/200
[2026-04-27 00:07:17,380][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 153/200
[2026-04-27 00:07:17,418][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 154/200
[2026-04-27 00:07:17,457][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 155/200
[2026-04-27 00:07:17,495][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 156/200
[2026-04-27 00:07:17,534][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 157/200
[2026-04-27 00:07:17,574][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 158/200
[2026-04-27 00:07:17,615][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 159/200
[2026-04-27 00:07:17,654][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 160/200
[2026-04-27 00:07:17,694][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 161/200
[2026-04-27 00:07:17,734][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 162/200
[2026-04-27 00:07:17,774][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 163/200
[2026-04-27 00:07:17,815][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 164/200
[2026-04-27 00:07:17,857][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 165/200
[2026-04-27 00:07:17,904][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 166/200
[2026-04-27 00:07:17,944][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 167/200
[2026-04-27 00:07:17,983][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 168/200
[2026-04-27 00:07:18,024][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 169/200
[2026-04-27 00:07:18,065][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 170/200
[2026-04-27 00:07:18,108][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 171/200
[2026-04-27 00:07:18,148][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 172/200
[2026-04-27 00:07:18,189][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 173/200
[2026-04-27 00:07:18,229][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 174/200
[2026-04-27 00:07:18,269][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 175/200
[2026-04-27 00:07:18,308][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 176/200
[2026-04-27 00:07:18,351][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 177/200
[2026-04-27 00:07:18,391][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 178/200
[2026-04-27 00:07:18,430][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 179/200
[2026-04-27 00:07:18,469][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 180/200
[2026-04-27 00:07:18,508][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 181/200
[2026-04-27 00:07:18,548][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 182/200
[2026-04-27 00:07:18,589][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 183/200
[2026-04-27 00:07:18,630][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 184/200
[2026-04-27 00:07:18,671][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 185/200
[2026-04-27 00:07:18,713][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 186/200
[2026-04-27 00:07:18,756][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 187/200
[2026-04-27 00:07:18,797][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 188/200
[2026-04-27 00:07:18,840][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 189/200
[2026-04-27 00:07:18,881][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 190/200
[2026-04-27 00:07:18,922][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 191/200
[2026-04-27 00:07:18,962][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 192/200
[2026-04-27 00:07:19,004][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 193/200
[2026-04-27 00:07:19,044][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 194/200
[2026-04-27 00:07:19,084][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 195/200
[2026-04-27 00:07:19,124][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 196/200
[2026-04-27 00:07:19,165][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 197/200
[2026-04-27 00:07:19,206][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 198/200
[2026-04-27 00:07:19,247][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 199/200
[2026-04-27 00:07:19,287][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 200/200
[2026-04-27 00:07:19,304][quality.model_adapters.onnx_adapter][INFO] - Generated timesteps: 200
[2026-04-27 00:07:19,304][quality.model_adapters.onnx_adapter][INFO] - Running vocoder with codes shape=(1, 16, 200)
[2026-04-27 00:07:21,498][quality.model_adapters.onnx_adapter][INFO] - Vocoder waveform shape=(1, 1, 384000) dtype=float32
[2026-04-27 00:07:22,262][quality.model_adapters.onnx_adapter][INFO] - Prefill embedding built: inputs_embeds=(1, 9, 1024) trailing_text_hidden=(28, 1024)
[2026-04-27 00:07:22,262][quality.model_adapters.onnx_adapter][INFO] - Running talker_prefill
[2026-04-27 00:07:22,314][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 1/200
[2026-04-27 00:07:22,350][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 2/200
[2026-04-27 00:07:22,382][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 3/200
[2026-04-27 00:07:22,414][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 4/200
[2026-04-27 00:07:22,446][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 5/200
[2026-04-27 00:07:22,481][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 6/200
[2026-04-27 00:07:22,513][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 7/200
[2026-04-27 00:07:22,546][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 8/200
[2026-04-27 00:07:22,578][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 9/200
[2026-04-27 00:07:22,610][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 10/200
[2026-04-27 00:07:22,643][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 11/200
[2026-04-27 00:07:22,676][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 12/200
[2026-04-27 00:07:22,710][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 13/200
[2026-04-27 00:07:22,745][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 14/200
[2026-04-27 00:07:22,777][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 15/200
[2026-04-27 00:07:22,811][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 16/200
[2026-04-27 00:07:22,846][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 17/200
[2026-04-27 00:07:22,881][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 18/200
[2026-04-27 00:07:22,914][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 19/200
[2026-04-27 00:07:22,948][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 20/200
[2026-04-27 00:07:22,981][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 21/200
[2026-04-27 00:07:23,015][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 22/200
[2026-04-27 00:07:23,049][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 23/200
[2026-04-27 00:07:23,083][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 24/200
[2026-04-27 00:07:23,127][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 25/200
[2026-04-27 00:07:23,160][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 26/200
[2026-04-27 00:07:23,193][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 27/200
[2026-04-27 00:07:23,228][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 28/200
[2026-04-27 00:07:23,261][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 29/200
[2026-04-27 00:07:23,294][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 30/200
[2026-04-27 00:07:23,327][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 31/200
[2026-04-27 00:07:23,365][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 32/200
[2026-04-27 00:07:23,398][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 33/200
[2026-04-27 00:07:23,433][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 34/200
[2026-04-27 00:07:23,466][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 35/200
[2026-04-27 00:07:23,500][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 36/200
[2026-04-27 00:07:23,535][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 37/200
[2026-04-27 00:07:23,569][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 38/200
[2026-04-27 00:07:23,603][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 39/200
[2026-04-27 00:07:23,638][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 40/200
[2026-04-27 00:07:23,672][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 41/200
[2026-04-27 00:07:23,707][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 42/200
[2026-04-27 00:07:23,743][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 43/200
[2026-04-27 00:07:23,778][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 44/200
[2026-04-27 00:07:23,814][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 45/200
[2026-04-27 00:07:23,851][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 46/200
[2026-04-27 00:07:23,887][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 47/200
[2026-04-27 00:07:23,922][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 48/200
[2026-04-27 00:07:23,957][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 49/200
[2026-04-27 00:07:23,992][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 50/200
[2026-04-27 00:07:24,028][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 51/200
[2026-04-27 00:07:24,062][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 52/200
[2026-04-27 00:07:24,096][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 53/200
[2026-04-27 00:07:24,131][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 54/200
[2026-04-27 00:07:24,165][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 55/200
[2026-04-27 00:07:24,200][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 56/200
[2026-04-27 00:07:24,235][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 57/200
[2026-04-27 00:07:24,269][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 58/200
[2026-04-27 00:07:24,303][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 59/200
[2026-04-27 00:07:24,337][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 60/200
[2026-04-27 00:07:24,375][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 61/200
[2026-04-27 00:07:24,410][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 62/200
[2026-04-27 00:07:24,444][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 63/200
[2026-04-27 00:07:24,478][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 64/200
[2026-04-27 00:07:24,513][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 65/200
[2026-04-27 00:07:24,548][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 66/200
[2026-04-27 00:07:24,583][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 67/200
[2026-04-27 00:07:24,617][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 68/200
[2026-04-27 00:07:24,652][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 69/200
[2026-04-27 00:07:24,688][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 70/200
[2026-04-27 00:07:24,725][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 71/200
[2026-04-27 00:07:24,762][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 72/200
[2026-04-27 00:07:24,797][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 73/200
[2026-04-27 00:07:24,833][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 74/200
[2026-04-27 00:07:24,873][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 75/200
[2026-04-27 00:07:24,908][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 76/200
[2026-04-27 00:07:24,944][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 77/200
[2026-04-27 00:07:24,979][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 78/200
[2026-04-27 00:07:25,014][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 79/200
[2026-04-27 00:07:25,049][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 80/200
[2026-04-27 00:07:25,086][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 81/200
[2026-04-27 00:07:25,121][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 82/200
[2026-04-27 00:07:25,157][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 83/200
[2026-04-27 00:07:25,192][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 84/200
[2026-04-27 00:07:25,228][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 85/200
[2026-04-27 00:07:25,263][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 86/200
[2026-04-27 00:07:25,298][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 87/200
[2026-04-27 00:07:25,333][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 88/200
[2026-04-27 00:07:25,373][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 89/200
[2026-04-27 00:07:25,409][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 90/200
[2026-04-27 00:07:25,445][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 91/200
[2026-04-27 00:07:25,481][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 92/200
[2026-04-27 00:07:25,517][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 93/200
[2026-04-27 00:07:25,554][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 94/200
[2026-04-27 00:07:25,589][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 95/200
[2026-04-27 00:07:25,625][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 96/200
[2026-04-27 00:07:25,661][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 97/200
[2026-04-27 00:07:25,698][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 98/200
[2026-04-27 00:07:25,735][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 99/200
[2026-04-27 00:07:25,771][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 100/200
[2026-04-27 00:07:25,807][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 101/200
[2026-04-27 00:07:25,844][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 102/200
[2026-04-27 00:07:25,883][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 103/200
[2026-04-27 00:07:25,920][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 104/200
[2026-04-27 00:07:25,956][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 105/200
[2026-04-27 00:07:25,992][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 106/200
[2026-04-27 00:07:26,029][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 107/200
[2026-04-27 00:07:26,065][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 108/200
[2026-04-27 00:07:26,102][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 109/200
[2026-04-27 00:07:26,139][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 110/200
[2026-04-27 00:07:26,175][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 111/200
[2026-04-27 00:07:26,212][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 112/200
[2026-04-27 00:07:26,248][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 113/200
[2026-04-27 00:07:26,285][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 114/200
[2026-04-27 00:07:26,321][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 115/200
[2026-04-27 00:07:26,359][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 116/200
[2026-04-27 00:07:26,397][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 117/200
[2026-04-27 00:07:26,433][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 118/200
[2026-04-27 00:07:26,471][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 119/200
[2026-04-27 00:07:26,508][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 120/200
[2026-04-27 00:07:26,544][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 121/200
[2026-04-27 00:07:26,581][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 122/200
[2026-04-27 00:07:26,618][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 123/200
[2026-04-27 00:07:26,655][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 124/200
[2026-04-27 00:07:26,693][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 125/200
[2026-04-27 00:07:26,731][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 126/200
[2026-04-27 00:07:26,768][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 127/200
[2026-04-27 00:07:26,805][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 128/200
[2026-04-27 00:07:26,842][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 129/200
[2026-04-27 00:07:26,884][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 130/200
[2026-04-27 00:07:26,921][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 131/200
[2026-04-27 00:07:26,959][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 132/200
[2026-04-27 00:07:26,996][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 133/200
[2026-04-27 00:07:27,034][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 134/200
[2026-04-27 00:07:27,072][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 135/200
[2026-04-27 00:07:27,109][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 136/200
[2026-04-27 00:07:27,147][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 137/200
[2026-04-27 00:07:27,185][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 138/200
[2026-04-27 00:07:27,223][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 139/200
[2026-04-27 00:07:27,261][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 140/200
[2026-04-27 00:07:27,304][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 141/200
[2026-04-27 00:07:27,341][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 142/200
[2026-04-27 00:07:27,382][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 143/200
[2026-04-27 00:07:27,420][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 144/200
[2026-04-27 00:07:27,458][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 145/200
[2026-04-27 00:07:27,497][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 146/200
[2026-04-27 00:07:27,535][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 147/200
[2026-04-27 00:07:27,573][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 148/200
[2026-04-27 00:07:27,611][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 149/200
[2026-04-27 00:07:27,649][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 150/200
